nameWithOwner,createdAt,pushedAt,releases_totalCount,primaryLanguage_name,pullRequests_totalCount,closedIssues_totalCount,openIssues_totalCount,stargazers_totalCount
Chanzhaoyu/chatgpt-web,2023-02-09T03:21:37Z,2024-08-16T15:26:57Z,43,Vue,159,1747,0,31939
alibaba/nacos,2018-06-15T06:49:27Z,2025-08-14T06:44:56Z,83,Java,3148,8888,263,31934
balena-io/etcher,2015-10-27T16:53:23Z,2025-07-29T12:17:38Z,289,TypeScript,1731,1822,557,31929
agno-agi/agno,2022-05-04T15:23:02Z,2025-08-18T13:59:55Z,85,Python,1716,1126,129,31896
yewstack/yew,2017-12-16T14:19:02Z,2025-08-16T07:12:48Z,35,Rust,1797,1143,112,31870
vercel/swr,2019-10-28T18:16:01Z,2025-08-11T15:20:44Z,123,TypeScript,795,817,140,31822
pathwaycom/pathway,2022-11-27T13:01:14Z,2025-08-18T03:42:35Z,75,Python,5,53,44,31820
shardeum/shardeum,2024-04-16T22:37:25Z,2025-08-18T01:52:10Z,0,TypeScript,325,33,5,31767
v2fly/v2ray-core,2019-04-15T10:05:54Z,2025-08-12T06:52:46Z,111,Go,909,1000,40,31761
binarywang/WxJava,2016-01-06T08:24:05Z,2025-08-08T10:25:32Z,30,Java,1053,2307,63,31760
chatanywhere/GPT_API_free,2023-04-23T12:42:08Z,2025-08-08T11:10:19Z,0,Python,1,353,24,31742
facebookresearch/fairseq,2017-08-29T16:26:12Z,2025-06-10T21:41:39Z,16,Python,234,3056,1191,31718
mpv-player/mpv,2012-10-13T08:08:44Z,2025-08-18T02:47:04Z,87,C,3499,9636,901,31702
CherryHQ/cherry-studio,2024-05-24T01:56:26Z,2025-08-18T14:37:00Z,189,TypeScript,1890,5730,513,31692
hasura/graphql-engine,2018-06-18T07:57:36Z,2025-08-18T14:04:18Z,293,TypeScript,2110,4146,2234,31650
yunjey/pytorch-tutorial,2017-03-10T07:41:47Z,2023-08-15T10:17:50Z,0,Python,28,114,66,31627
zeromicro/go-zero,2020-08-07T15:37:57Z,2025-08-17T15:20:40Z,140,Go,2318,1640,223,31624
vnpy/vnpy,2015-03-02T03:36:58Z,2025-07-31T04:51:57Z,64,Python,1055,2109,18,31626
open-mmlab/mmdetection,2018-08-22T07:06:06Z,2024-08-21T02:01:07Z,53,Python,2359,6745,1751,31579
floating-ui/floating-ui,2016-03-29T17:00:47Z,2025-07-30T09:17:03Z,493,TypeScript,1188,1428,27,31542
mouredev/Hello-Python,2022-08-03T17:14:53Z,2025-08-11T12:00:01Z,0,Python,0,286,18,31538
RVC-Project/Retrieval-based-Voice-Conversion-WebUI,2023-03-27T09:59:10Z,2024-11-24T15:09:44Z,7,Python,475,1297,617,31525
remix-run/remix,2020-10-26T19:57:28Z,2025-08-12T21:58:44Z,175,TypeScript,3441,2602,4,31523
qier222/YesPlayMusic,2020-10-09T10:04:21Z,2025-06-30T07:30:10Z,31,Vue,288,1191,608,31508
niklasvh/html2canvas,2011-07-16T01:05:58Z,2024-07-18T07:26:56Z,45,TypeScript,186,1660,958,31475
RSSNext/Folo,2024-04-08T03:23:35Z,2025-08-18T12:25:30Z,70,TypeScript,1248,2043,196,31450
amix/vimrc,2012-05-29T16:19:29Z,2024-10-06T08:26:02Z,0,Vim Script,107,510,12,31433
labstack/echo,2015-03-01T17:43:01Z,2025-08-12T08:57:52Z,109,Go,592,1392,73,31415
ReactiveX/rxjs,2015-03-15T06:17:10Z,2025-02-23T20:54:32Z,2,TypeScript,2588,2941,220,31413
airbnb/lottie-web,2015-02-20T21:02:59Z,2025-07-07T09:33:03Z,0,JavaScript,136,2125,769,31347
microsoft/MS-DOS,2018-06-25T18:26:02Z,2024-04-25T22:32:47Z,0,Assembly,37,0,0,31344
servo/servo,2012-02-08T19:07:25Z,2025-08-18T13:27:50Z,0,HTML,20448,10977,3004,31302
IceWhaleTech/CasaOS,2021-09-26T02:33:09Z,2025-08-06T08:54:04Z,97,Go,274,879,673,31291
lutzroeder/netron,2010-12-26T12:53:43Z,2025-08-18T11:38:27Z,2,JavaScript,1,1201,21,31202
cockroachdb/cockroach,2014-02-06T00:18:47Z,2025-08-18T14:35:53Z,0,Go,67568,69088,6432,31182
backstage/backstage,2020-01-24T22:39:49Z,2025-08-18T14:37:13Z,439,TypeScript,18928,6677,365,31146
xyflow/xyflow,2019-07-15T14:47:30Z,2025-08-18T13:34:11Z,347,TypeScript,1395,2181,83,31121
ianstormtaylor/slate,2016-06-18T01:52:42Z,2025-08-15T14:27:35Z,203,TypeScript,1938,2528,667,31032
dokku/dokku,2013-06-08T10:26:57Z,2025-08-16T05:45:30Z,300,Shell,4151,2753,44,31019
google-ai-edge/mediapipe,2019-06-13T19:16:41Z,2025-08-15T20:18:31Z,63,C++,201,5028,439,31018
lovell/sharp,2013-08-19T20:24:24Z,2025-08-18T09:33:52Z,99,JavaScript,301,3864,116,30996
0xAX/linux-insides,2015-01-03T18:44:57Z,2025-08-09T20:57:17Z,0,Python,579,153,35,30974
mathiasbynens/dotfiles,2011-09-05T18:07:54Z,2024-08-05T19:06:13Z,0,Shell,44,254,138,30940
coolsnowwolf/lede,2017-09-06T07:39:03Z,2025-08-18T13:00:51Z,6,C,2020,8379,766,30917
OpenCut-app/OpenCut,2025-06-22T08:02:17Z,2025-08-18T08:55:02Z,0,TypeScript,177,70,109,30897
blueimp/jQuery-File-Upload,2010-12-01T15:35:32Z,2023-05-25T09:11:07Z,0,PHP,119,3258,49,30893
MonitorControl/MonitorControl,2017-09-16T21:13:40Z,2025-07-25T21:43:11Z,26,Swift,216,968,14,30881
schollz/croc,2017-10-17T15:20:18Z,2025-08-12T17:16:51Z,175,Go,236,530,10,30858
filebrowser/filebrowser,2015-09-11T21:21:58Z,2025-08-16T07:43:02Z,97,Go,606,2726,20,30830
ocrmypdf/OCRmyPDF,2013-12-20T08:26:28Z,2025-08-13T08:05:04Z,41,Python,149,1136,132,30830
kubernetes/minikube,2016-04-15T22:38:35Z,2025-08-15T00:05:56Z,151,Go,8760,9603,504,30827
1Panel-dev/1Panel,2022-07-19T15:44:52Z,2025-08-18T10:35:15Z,96,Go,3792,4733,625,30784
vadimdemedes/ink,2017-06-12T06:12:28Z,2025-08-17T20:36:35Z,61,TypeScript,232,302,73,30767
derailed/k9s,2019-01-25T18:46:02Z,2025-08-18T02:38:47Z,248,Go,829,1723,414,30752
khoj-ai/khoj,2021-08-16T01:48:44Z,2025-08-15T23:51:17Z,158,Python,474,475,77,30736
alibaba/p3c,2017-06-23T06:15:51Z,2024-08-06T08:22:02Z,0,Kotlin,62,697,161,30724
apache/kafka,2011-08-15T18:06:16Z,2025-08-18T13:22:07Z,0,Java,11797,0,0,30694
XTLS/Xray-core,2020-11-09T11:23:10Z,2025-08-18T08:50:43Z,90,Go,1011,2542,10,30692
codex-team/editor.js,2015-11-28T20:56:35Z,2025-04-30T16:52:33Z,102,TypeScript,863,921,599,30690
paperless-ngx/paperless-ngx,2022-02-12T21:56:52Z,2025-08-18T13:37:41Z,122,Python,2559,2097,1,30684
fish-shell/fish-shell,2012-05-10T03:00:55Z,2025-08-18T12:11:38Z,48,Rust,2143,7181,475,30676
donnemartin/interactive-coding-challenges,2015-04-28T21:36:39Z,2024-05-08T23:07:36Z,0,Python,176,32,37,30670
SortableJS/Sortable,2013-12-19T10:10:13Z,2025-05-29T19:31:47Z,30,JavaScript,248,1344,473,30643
ityouknow/spring-boot-examples,2016-11-05T05:32:33Z,2023-11-18T16:32:16Z,0,Java,7,99,10,30572
google/comprehensive-rust,2022-12-21T15:17:24Z,2025-08-13T07:15:53Z,0,Rust,2172,234,111,30554
Textualize/textual,2021-04-08T15:24:47Z,2025-08-17T12:02:48Z,185,Python,2174,2073,185,30552
microsoft/calculator,2019-01-28T17:55:49Z,2025-07-09T08:39:03Z,0,C++,897,717,395,30539
juanfont/headscale,2020-06-21T09:21:05Z,2025-08-18T14:39:42Z,124,Go,1051,994,96,30532
k3s-io/k3s,2018-05-31T01:37:46Z,2025-08-18T12:49:50Z,885,Go,4067,6806,125,30522
utmapp/UTM,2019-04-12T16:09:24Z,2025-08-18T03:48:27Z,121,Swift,264,2534,878,30502
symfony/symfony,2010-01-04T14:21:21Z,2025-08-18T13:43:39Z,555,PHP,24253,20663,566,30501
influxdata/influxdb,2013-09-26T14:31:10Z,2025-08-18T01:22:36Z,93,Rust,10593,11951,2057,30486
nextcloud/server,2016-06-02T07:44:14Z,2025-08-18T14:20:35Z,348,PHP,28093,17926,2264,30484
parallax/jsPDF,2009-12-06T14:56:32Z,2025-03-20T08:54:17Z,35,JavaScript,717,2444,115,30483
microsoft/Data-Science-For-Beginners,2021-03-03T16:30:15Z,2025-08-07T12:15:51Z,0,Jupyter Notebook,308,95,24,30373
ascoders/weekly,2017-03-20T06:10:04Z,2024-09-09T01:39:37Z,193,JavaScript,136,363,3,30354
webtorrent/webtorrent,2013-10-15T08:16:40Z,2025-08-15T17:44:11Z,228,JavaScript,963,1598,65,30346
anthropics/claude-code,2025-02-22T17:41:21Z,2025-08-16T14:32:30Z,0,TypeScript,56,2829,3043,30331
openai/CLIP,2020-12-16T11:24:42Z,2024-07-23T01:30:44Z,0,Jupyter Notebook,28,193,242,30330
huggingface/diffusers,2022-05-30T16:04:02Z,2025-08-18T14:40:35Z,84,Python,4985,4410,557,30328
fabricjs/fabric.js,2010-06-09T22:24:38Z,2025-08-03T14:24:30Z,174,TypeScript,2343,5761,422,30322
layui/layui,2015-09-22T08:12:03Z,2025-07-31T07:28:42Z,158,JavaScript,590,1294,67,30316
facebook/rocksdb,2012-11-30T06:16:18Z,2025-08-15T22:43:49Z,206,C++,609,2635,770,30304
medusajs/medusa,2020-01-18T13:39:04Z,2025-08-18T14:34:39Z,128,TypeScript,7439,3159,101,30295
gkd-kit/gkd,2023-07-04T03:59:15Z,2025-08-17T10:36:50Z,53,Kotlin,6,648,13,30293
iawia002/lux,2018-02-24T11:29:03Z,2025-07-02T05:55:20Z,86,Go,300,540,519,30288
TriliumNext/Trilium,2017-05-23T00:30:20Z,2025-08-18T06:07:12Z,334,TypeScript,596,3484,1077,30275
tqdm/tqdm,2015-06-03T13:13:14Z,2025-05-22T12:10:29Z,131,Python,287,587,439,30272
docsifyjs/docsify,2016-11-20T07:55:43Z,2025-08-09T06:08:49Z,15,JavaScript,730,1198,89,30250
alpinejs/alpine,2019-11-28T13:51:55Z,2025-08-06T18:42:43Z,137,HTML,657,612,0,30210
umami-software/umami,2020-07-17T07:59:00Z,2025-08-16T05:17:27Z,99,TypeScript,799,1760,72,30196
AMAI-GmbH/AI-Expert-Roadmap,2020-10-24T21:49:40Z,2023-12-31T02:20:16Z,0,JavaScript,13,46,20,30186
numpy/numpy,2010-09-13T23:02:39Z,2025-08-18T13:49:06Z,132,Python,13078,11388,2102,30172
s0md3v/roop,2023-05-28T14:37:54Z,2024-08-19T12:57:17Z,6,Python,80,0,0,30141
sequelize/sequelize,2010-07-22T07:11:11Z,2025-08-14T06:52:33Z,487,TypeScript,4961,9511,891,30130
tatsu-lab/stanford_alpaca,2023-03-10T23:33:09Z,2024-07-17T09:43:05Z,0,Python,5,98,170,30120
OWASP/CheatSheetSeries,2018-12-21T14:26:43Z,2025-08-12T13:17:16Z,0,Python,1076,487,39,30099
exo-explore/exo,2024-06-24T18:36:22Z,2025-03-21T22:23:32Z,12,Python,207,146,360,30087
OAI/OpenAPI-Specification,2014-03-03T16:53:36Z,2025-08-18T12:52:45Z,12,Markdown,1573,2214,150,30076
DioxusLabs/dioxus,2021-01-15T01:57:26Z,2025-08-15T20:28:59Z,25,Rust,1749,1612,434,30055
transloadit/uppy,2015-11-16T12:32:33Z,2025-08-18T11:23:57Z,196,TypeScript,3096,2291,157,30054
GyulyVGC/sniffnet,2022-07-31T21:55:56Z,2025-08-17T16:06:14Z,14,Rust,429,238,42,30021
chinabugotech/hutool,2014-04-13T07:23:51Z,2025-08-18T12:38:44Z,152,Java,449,2980,4,29997
Lightning-AI/pytorch-lightning,2019-03-31T00:45:57Z,2025-08-18T14:14:27Z,167,Python,9078,6475,920,29988
pathwaycom/llm-app,2023-07-19T08:43:37Z,2025-07-30T12:13:39Z,0,Jupyter Notebook,47,12,5,29890
VincentGarreau/particles.js,2014-09-06T14:29:47Z,2024-03-28T03:21:07Z,6,JavaScript,21,106,304,29886
surrealdb/surrealdb,2021-12-09T15:03:29Z,2025-08-18T14:34:46Z,92,Rust,2138,1471,682,29872
tinygrad/tinygrad,2020-10-18T16:23:12Z,2025-08-17T19:12:45Z,12,Python,7893,843,128,29857
square/leakcanary,2015-04-29T23:54:16Z,2025-08-05T05:43:50Z,43,Kotlin,921,1510,126,29783
drizzle-team/drizzle-orm,2021-06-24T09:03:05Z,2025-08-18T09:11:18Z,146,TypeScript,610,1692,1432,29779
foundation/foundation-sites,2011-10-13T23:05:42Z,2025-01-21T22:11:53Z,79,HTML,2958,8179,56,29762
jobbole/awesome-python-cn,2015-11-03T09:50:50Z,2022-08-29T11:28:59Z,0,Makefile,51,18,13,29723
DevToys-app/DevToys,2021-09-29T01:40:41Z,2025-08-18T10:04:23Z,38,C#,497,658,275,29712
vuejs/vue-cli,2015-12-26T23:11:20Z,2025-02-24T14:34:18Z,177,JavaScript,1258,4563,934,29712
restic/restic,2014-04-27T14:07:58Z,2025-08-07T11:28:17Z,48,Go,2184,2392,422,29703
AdguardTeam/AdGuardHome,2016-07-06T10:31:47Z,2025-08-15T14:30:42Z,213,Go,124,4629,1130,29696
cheeriojs/cheerio,2011-10-09T04:23:20Z,2025-08-18T04:44:49Z,61,TypeScript,2838,1199,21,29689
facebook/folly,2012-06-01T20:49:04Z,2025-08-17T16:39:36Z,253,C++,13,931,293,29681
trailofbits/algo,2016-05-15T03:42:48Z,2025-08-18T02:12:24Z,2,Python,575,1534,85,29665
nothings/stb,2014-05-25T16:51:23Z,2025-05-26T12:14:09Z,0,C,288,694,198,29660
wailsapp/wails,2018-12-15T23:14:06Z,2025-08-16T04:42:07Z,242,Go,1503,1858,261,29640
apolloconfig/apollo,2016-03-04T10:24:23Z,2025-08-09T01:57:05Z,41,Java,1449,3212,139,29602
microsoft/WSL,2016-04-06T17:32:56Z,2025-08-16T01:19:30Z,94,C++,132,10698,1029,29589
vbenjs/vue-vben-admin,2020-07-11T02:29:21Z,2025-08-16T15:21:23Z,60,Vue,1631,3469,120,29562
elsewhencode/project-guidelines,2017-06-30T10:17:55Z,2024-12-09T07:59:04Z,0,JavaScript,113,29,9,29553
nicolargo/glances,2011-12-04T08:49:15Z,2025-08-17T16:34:38Z,51,Python,743,1932,125,29549
react-boilerplate/react-boilerplate,2015-02-18T14:36:32Z,2023-03-23T21:35:09Z,16,JavaScript,715,1823,86,29537
hyprwm/Hyprland,2022-03-16T19:49:13Z,2025-08-17T19:18:52Z,96,C++,1873,7206,61,29536
motiondivision/motion,2018-11-16T09:48:38Z,2025-08-13T14:31:24Z,0,TypeScript,1061,1570,287,29523
aosabook/500lines,2013-11-04T02:02:53Z,2023-08-19T11:18:34Z,0,JavaScript,175,41,29,29512
ariya/phantomjs,2010-12-27T08:18:58Z,2022-11-26T19:43:12Z,0,C++,562,4731,14,29479
mantinedev/mantine,2021-01-07T14:02:19Z,2025-08-16T14:09:17Z,271,TypeScript,1489,3218,17,29431
pmndrs/react-three-fiber,2019-02-25T14:31:51Z,2025-07-28T02:29:24Z,125,TypeScript,650,1040,80,29404
encode/django-rest-framework,2011-03-02T17:13:56Z,2025-08-16T07:10:06Z,21,Python,3020,3887,58,29378
heyverse/hey,2022-03-19T15:01:46Z,2025-08-18T14:05:47Z,0,TypeScript,3765,0,0,29375
IanLunn/Hover,2014-01-02T14:27:35Z,2023-10-28T16:07:33Z,10,SCSS,23,83,24,29374
standard/standard,2015-01-27T01:23:31Z,2025-07-11T08:28:23Z,7,JavaScript,411,1122,110,29338
tokio-rs/tokio,2016-09-09T22:31:36Z,2025-08-15T07:52:12Z,138,Rust,3595,2184,333,29335
alibaba/canal,2013-01-13T10:59:52Z,2025-08-06T02:18:43Z,32,Java,473,3571,1158,29311
GoogleChrome/lighthouse,2016-03-08T01:03:11Z,2025-08-13T19:28:55Z,125,JavaScript,5465,8689,491,29277
hashicorp/consul,2013-11-04T22:15:27Z,2025-08-15T14:57:52Z,217,Go,13727,4269,1268,29226
ageron/handson-ml2,2019-01-08T03:49:07Z,2024-06-13T08:10:24Z,0,Jupyter Notebook,64,300,217,29190
danny-avila/LibreChat,2023-02-12T01:06:52Z,2025-08-18T13:34:26Z,58,TypeScript,2120,3084,156,29185
xuxueli/xxl-job,2015-11-28T12:59:34Z,2025-07-19T19:52:57Z,38,Java,113,3008,220,29182
realpython/python-guide,2011-03-15T03:24:20Z,2024-07-29T18:49:10Z,0,Batchfile,683,180,99,29147
iperov/DeepFaceLive,2020-12-15T12:19:22Z,2024-11-08T03:07:42Z,35,Python,13,143,1,29130
kodecocodes/swift-algorithm-club,2016-01-26T17:56:12Z,2024-12-06T07:03:07Z,0,Swift,610,183,32,29092
spf13/viper,2014-04-02T14:33:33Z,2025-08-16T07:30:22Z,34,Go,507,490,412,29093
firecracker-microvm/firecracker,2017-10-19T06:18:47Z,2025-08-18T13:14:17Z,78,Rust,3178,1401,52,29087
sampotts/plyr,2015-02-14T11:33:07Z,2024-06-29T18:16:28Z,88,JavaScript,384,1221,882,29073
keycloak/keycloak,2013-07-02T13:38:51Z,2025-08-18T13:46:42Z,86,Java,17481,13232,1988,29071
composer/composer,2011-06-08T08:53:00Z,2025-08-12T05:07:29Z,214,PHP,2944,7753,121,29071
refined-github/refined-github,2016-02-15T16:45:02Z,2025-08-12T05:14:20Z,173,TypeScript,3427,4371,138,28986
wuyouzhuguli/SpringAll,2018-05-02T02:48:44Z,2024-05-31T14:56:35Z,0,Java,1,27,21,28926
meta-llama/llama3,2024-03-15T17:57:00Z,2025-01-26T21:39:06Z,0,Python,23,119,174,28926
ajeetdsouza/zoxide,2020-03-05T13:11:40Z,2025-08-16T04:27:05Z,36,Rust,226,579,103,28878
postcss/postcss,2013-09-24T23:06:48Z,2025-07-20T21:28:03Z,268,TypeScript,759,998,27,28854
pmndrs/react-spring,2018-03-07T15:39:32Z,2025-08-18T11:37:07Z,52,TypeScript,437,1143,116,28846
Pierian-Data/Complete-Python-3-Bootcamp,2018-02-12T19:30:10Z,2025-06-24T04:54:16Z,0,Jupyter Notebook,12,225,144,28812
tastejs/todomvc,2011-06-03T19:56:33Z,2025-06-23T17:35:04Z,6,JavaScript,760,661,123,28811
dragonflydb/dragonfly,2021-12-11T10:00:42Z,2025-08-18T12:51:13Z,106,C++,3309,1577,258,28718
StevenBlack/hosts,2012-04-12T20:22:50Z,2025-08-17T14:35:55Z,779,Python,486,1999,113,28691
alibaba/spring-cloud-alibaba,2017-12-01T20:49:15Z,2025-08-05T02:02:55Z,48,Java,1076,2300,200,28689
wesbos/JavaScript30,2016-12-07T19:15:31Z,2025-01-07T12:29:05Z,0,HTML,153,0,0,28668
cfenollosa/os-tutorial,2014-09-29T08:39:34Z,2024-07-25T10:57:29Z,0,C,11,105,75,28666
kenwheeler/slick,2014-03-24T02:10:05Z,2025-07-26T22:05:56Z,48,JavaScript,258,2421,1199,28624
statelyai/xstate,2015-09-14T15:04:15Z,2025-08-11T16:32:48Z,440,TypeScript,1971,1288,107,28614
kovidgoyal/kitty,2016-10-16T14:48:28Z,2025-08-18T10:32:32Z,128,Python,1131,6259,10,28581
feder-cr/Jobs_Applier_AI_Agent_AIHawk,2024-08-04T12:15:06Z,2025-05-28T13:24:12Z,0,Python,185,663,11,28569
immerjs/immer,2017-12-29T12:25:47Z,2024-09-19T07:46:06Z,109,JavaScript,374,633,34,28543
grafana/k6,2016-03-21T15:30:24Z,2025-08-18T14:35:25Z,76,Go,2148,1669,720,28525
donnemartin/data-science-ipython-notebooks,2015-01-23T19:38:29Z,2024-03-20T13:52:34Z,0,Python,31,22,19,28466
AvaloniaUI/Avalonia,2013-12-05T20:13:21Z,2025-08-17T18:46:16Z,110,C#,5309,6156,1709,28463
shengxinjing/programmer-job-blacklist,2016-06-25T06:09:10Z,2024-06-09T14:56:42Z,0,Shell,28,181,157,28457
PostHog/posthog,2020-01-23T22:46:58Z,2025-08-18T14:44:21Z,18,Python,24895,5539,2125,28449
microsoft/qlib,2020-08-14T06:46:00Z,2025-08-18T09:28:03Z,23,Python,723,724,256,28447
valinet/ExplorerPatcher,2021-08-09T14:17:24Z,2025-07-28T17:07:07Z,288,C,18,2189,272,28441
vercel/turborepo,2021-10-05T17:37:11Z,2025-08-18T03:56:57Z,496,Rust,6221,1806,128,28438
vuejs/vuex,2015-07-16T04:21:26Z,2024-09-25T13:26:41Z,51,JavaScript,656,1167,99,28436
sunface/rust-course,2018-08-07T05:01:21Z,2025-07-08T03:48:57Z,0,Rust,783,149,60,28420
jumpserver/jumpserver,2014-07-04T03:54:59Z,2025-08-18T11:14:52Z,249,Python,7516,7275,36,28400
continuedev/continue,2023-05-24T03:39:39Z,2025-08-18T14:07:57Z,378,TypeScript,2787,2913,736,28394
openai/openai-python,2020-10-25T23:23:54Z,2025-08-18T05:06:40Z,315,Python,990,988,88,28378
helm/helm,2015-10-06T01:07:32Z,2025-08-18T05:53:30Z,215,Go,4095,7662,473,28354
containers/podman,2017-11-01T15:01:27Z,2025-08-15T17:29:45Z,228,Go,11685,9236,788,28348
openssl/openssl,2013-01-15T22:34:48Z,2025-08-18T09:16:14Z,283,C,145,8985,1757,28341
jamiebuilds/the-super-tiny-compiler,2016-03-11T04:19:18Z,2024-02-19T12:33:21Z,0,JavaScript,20,0,0,28325
telegramdesktop/tdesktop,2014-05-02T12:36:31Z,2025-08-15T13:21:16Z,798,C++,1745,14349,880,28296
MichaelCade/90DaysOfDevOps,2021-12-26T13:55:18Z,2025-06-04T02:09:07Z,2,Shell,358,80,9,28281
VSCodium/vscodium,2018-08-13T14:26:58Z,2025-08-18T14:03:48Z,238,Shell,547,1389,119,28266
caolan/async,2010-06-01T21:01:30Z,2025-08-14T19:06:53Z,7,JavaScript,558,1132,10,28223
GitbookIO/gitbook,2014-03-31T03:01:56Z,2025-08-18T14:11:41Z,75,TypeScript,1288,1880,30,28204
linera-io/linera-protocol,2021-12-19T04:09:21Z,2025-08-18T13:47:01Z,18,Rust,2663,754,484,28186
digitalocean/nginxconfig.io,2018-01-05T14:21:14Z,2024-12-14T10:56:21Z,0,JavaScript,191,184,55,28179
alibaba/druid,2011-11-03T05:12:51Z,2025-08-14T03:03:02Z,51,Java,1517,2285,2251,28174
LizardByte/Sunshine,2021-12-15T23:38:57Z,2025-08-18T05:11:25Z,43,C++,1463,982,79,28163
jashkenas/backbone,2010-09-30T19:41:28Z,2025-04-01T11:14:31Z,0,JavaScript,881,2364,42,28106
dnSpy/dnSpy,2015-07-01T16:05:10Z,2020-12-20T23:55:15Z,1,C#,53,0,0,28060
NginxProxyManager/nginx-proxy-manager,2017-12-20T23:01:16Z,2025-08-06T17:12:11Z,77,JavaScript,526,2082,914,28059
swagger-api/swagger-ui,2011-07-15T22:56:39Z,2025-08-12T07:25:38Z,376,JavaScript,3305,4426,1210,28044
acheong08/ChatGPT,2022-12-03T14:35:24Z,2023-08-02T06:02:10Z,277,Python,292,792,11,28035
mobxjs/mobx,2015-03-14T14:31:38Z,2025-06-15T19:59:49Z,113,TypeScript,1152,1914,57,28008
JedWatson/react-select,2014-08-26T04:27:45Z,2025-07-11T12:49:28Z,61,TypeScript,1054,3249,380,28005
python-telegram-bot/python-telegram-bot,2015-07-07T15:30:39Z,2025-08-18T13:41:55Z,127,Python,1635,2263,15,28005
nagadomi/waifu2x,2015-05-17T07:29:15Z,2023-05-04T00:50:48Z,3,Lua,68,216,152,27998
datalab-to/marker,2023-10-30T20:14:08Z,2025-08-18T12:01:46Z,62,Python,194,290,266,27954
aquasecurity/trivy,2019-04-11T01:01:07Z,2025-08-18T12:04:48Z,171,Go,3178,2750,158,27934
ChartsOrg/Charts,2015-03-20T10:49:12Z,2025-05-13T04:45:38Z,38,Swift,427,3388,891,27932
lenve/vhr,2018-01-04T08:57:51Z,2024-11-25T00:07:39Z,0,Java,1,97,157,27912
google/python-fire,2017-02-21T21:35:07Z,2025-08-16T21:26:05Z,12,Python,135,207,125,27831
tailwindlabs/headlessui,2020-09-16T09:53:09Z,2025-07-30T14:03:47Z,127,TypeScript,619,1288,110,27815
michalsnik/aos,2015-07-09T17:49:00Z,2024-03-26T15:58:43Z,0,JavaScript,38,360,344,27792
frappe/erpnext,2011-06-08T08:20:56Z,2025-08-18T12:02:59Z,1000,Python,26408,14499,2258,27788
t3-oss/create-t3-app,2022-05-24T13:31:01Z,2025-06-09T23:21:36Z,138,TypeScript,1114,675,63,27784
nginx/nginx,2015-06-23T10:26:27Z,2025-08-13T17:21:40Z,8,C,94,172,172,27764
raysan5/raylib,2013-10-24T15:46:04Z,2025-08-18T13:04:56Z,24,C,2153,2002,26,27752
CamDavidsonPilon/Probabilistic-Programming-and-Bayesian-Methods-for-Hackers,2013-01-14T15:46:28Z,2024-06-25T20:42:58Z,0,Jupyter Notebook,243,90,157,27731
getredash/redash,2013-10-28T13:19:39Z,2025-08-08T17:38:22Z,100,Python,3255,1956,616,27672
YMFE/yapi,2016-05-30T09:09:09Z,2024-08-12T09:29:34Z,1,JavaScript,141,922,1536,27651
kingToolbox/WindTerm,2019-10-09T19:56:09Z,2025-03-11T19:12:09Z,32,C,1,564,2177,27630
sxyazi/yazi,2023-07-08T11:45:55Z,2025-08-18T12:07:52Z,27,Rust,948,1365,42,27590
JaidedAI/EasyOCR,2020-03-14T11:46:39Z,2024-09-24T11:24:36Z,23,Python,177,605,466,27570
tj/commander.js,2011-08-14T21:33:58Z,2025-08-18T07:36:37Z,83,JavaScript,827,1131,7,27554
BerriAI/litellm,2023-07-27T00:09:52Z,2025-08-17T21:42:33Z,985,Python,5271,5637,828,27550
flameshot-org/flameshot,2017-05-10T19:44:51Z,2025-08-17T00:34:08Z,30,C++,964,2078,668,27544
svc-develop-team/so-vits-svc,2023-03-10T09:31:09Z,2023-11-11T13:11:31Z,0,Python,153,109,21,27528
