repo,pr_number,feedback_final,numero_revisoes,tamanho_files,tamanho_linhas_adicionadas,tamanho_linhas_removidas,tempo_analise_horas,descricao_caracteres,interacoes_participantes,interacoes_comentarios
dotnet/runtime,120365,MERGED,2,8,40,7,16.19,80,pavelsavara,4
dotnet/runtime,120364,MERGED,4,1,92,111,7.83,79,jkotas,3
dotnet/runtime,120363,MERGED,3,1,0,18,65.66,143,ManickaP,0
dotnet/runtime,120359,MERGED,25,18,97,59,123.48,760,pavelsavara,6
dotnet/runtime,120358,MERGED,2,1,11,0,5.33,301,kotlarmilos,6
dotnet/runtime,120354,MERGED,2,1,1,1,10.01,25,jeffhandley,6
dotnet/runtime,120351,MERGED,1,4,123,123,72.92,4699,dotnet-maestro[bot],0
dotnet/runtime,120350,MERGED,1,2,3,3,110.67,1056,dotnet-maestro[bot],1
dotnet/runtime,120349,MERGED,1,2,3,3,89.49,1059,dotnet-maestro[bot],0
dotnet/runtime,120346,MERGED,13,6,147,17,109.18,168,VSadov,1
dotnet/runtime,120342,MERGED,5,1,9,9,21.43,0,bartonjs,3
dotnet/runtime,120338,MERGED,2,1,2,7,17.64,221,LoopedBard3,3
dotnet/runtime,120335,MERGED,1,1,4,2,31.81,1446,github-actions[bot],0
dotnet/runtime,120334,MERGED,3,1,4,2,30.18,1354,github-actions[bot],1
dotnet/runtime,120333,MERGED,2,1,4,2,22.08,399,thaystg,7
dotnet/runtime,120331,MERGED,1,2,3,3,27.11,1118,dotnet-maestro[bot],1
dotnet/runtime,120329,MERGED,2,1,4,9,99.14,744,github-actions[bot],0
dotnet/runtime,120323,MERGED,3,1,10,10,105.76,619,github-actions[bot],2
dotnet/runtime,120313,MERGED,5,3,118,15,43.74,125,AndyAyersMS,11
dotnet/runtime,120310,MERGED,12,5,244,2,16.37,368,vcsjones,1
dotnet/runtime,120308,MERGED,1,2,3,3,13.63,1109,dotnet-maestro[bot],0
dotnet/runtime,120307,MERGED,2,1,13,3,46.03,176,janvorli,1
dotnet/runtime,120305,MERGED,3,2,13,4,2.79,0,AaronRobinsonMSFT,2
dotnet/runtime,120302,MERGED,3,1,4,1,4.13,204,davidwrighton,1
dotnet/runtime,120301,MERGED,2,1,2,2,20.71,233,max-charlamb,1
dotnet/runtime,120300,MERGED,3,1,4,9,23.06,809,janvorli,2
dotnet/runtime,120299,MERGED,1,2,3,3,19.31,1125,dotnet-maestro[bot],0
dotnet/runtime,120295,MERGED,3,1,1,1,171.85,812,github-actions[bot],1
dotnet/runtime,120291,MERGED,1,1,12,12,176.74,173,SwapnilGaikwad,4
dotnet/runtime,120290,MERGED,9,3,62,10,23.09,224,jakobbotsch,6
dotnet/runtime,120289,MERGED,4,14,84,51,24.05,159,pavelsavara,2
dotnet/runtime,120287,MERGED,1,12,132,132,11.29,4672,dotnet-maestro[bot],0
dotnet/runtime,120286,MERGED,1,8,142,126,63.12,4947,dotnet-maestro[bot],0
dotnet/runtime,120282,MERGED,2,1,9,0,1.77,0,jkotas,1
dotnet/runtime,120280,MERGED,3,1,34,7,20.24,123,davidwrighton,1
dotnet/runtime,120278,MERGED,9,4,94,17,20.88,227,davidwrighton,2
dotnet/runtime,120277,MERGED,5,1,20,1,43.52,121,davidwrighton,1
dotnet/runtime,120276,MERGED,3,1,2,2,22.19,150,jakobbotsch,1
dotnet/runtime,120269,CLOSED,1,2,27,5,5.08,1144,github-actions[bot],2
dotnet/runtime,120268,MERGED,3,1,3,3,21.68,1234,github-actions[bot],1
dotnet/runtime,120266,MERGED,2,1,1,2,24.51,729,github-actions[bot],2
dotnet/runtime,120265,MERGED,2,1,1,2,24.54,729,github-actions[bot],0
dotnet/runtime,120264,MERGED,2,1,1,2,25.11,722,github-actions[bot],0
dotnet/runtime,120263,MERGED,2,16,552,507,145.37,1572,janvorli,1
dotnet/runtime,120261,MERGED,25,4,86,8,135.06,125,radekdoulik,8
dotnet/runtime,120260,MERGED,3,2,17,4,15.85,597,rzikm,2
dotnet/runtime,120258,MERGED,3,1,3,2,2.53,22,rzikm,1
dotnet/runtime,120256,MERGED,2,1,1,1,23.48,157,BrzVlad,3
dotnet/runtime,120250,MERGED,2,1,1,1,3.7,0,karelz,2
dotnet/runtime,120249,MERGED,3,1,3,3,15.25,397,maraf,7
dotnet/runtime,120247,MERGED,2,1,1,2,9.84,349,jeffhandley,7
dotnet/runtime,120243,MERGED,3,7,22,58,16.2,0,stephentoub,0
dotnet/runtime,120242,MERGED,4,2,15,39,3.34,13,jkotas,1
dotnet/runtime,120241,MERGED,3,1,10,1,14.05,260,AndyAyersMS,3
dotnet/runtime,120240,MERGED,1,2,5,5,12.26,1087,dotnet-maestro[bot],0
dotnet/runtime,120239,MERGED,1,2,3,3,17.02,1039,dotnet-maestro[bot],0
dotnet/runtime,120236,MERGED,1,1,5,1,97.13,505,github-actions[bot],1
dotnet/runtime,120235,MERGED,2,1,5,1,24.6,498,github-actions[bot],2
dotnet/runtime,120233,MERGED,2,3,52,1,13.56,851,EgorBo,1
dotnet/runtime,120231,MERGED,3,4,1,58,11.38,363,jtschuster,0
dotnet/runtime,120228,MERGED,2,1,2,2,47.45,47,kg,2
dotnet/runtime,120227,MERGED,8,2,45,3,4.01,108,davidwrighton,1
dotnet/runtime,120205,MERGED,9,4,72,9,6.01,317,davidwrighton,0
dotnet/runtime,120199,MERGED,7,1,152,168,63.92,117,radekdoulik,6
dotnet/runtime,120196,CLOSED,4,5,122,9,219.21,6487,Copilot,2
dotnet/runtime,120191,CLOSED,2,3,53,2,220.24,1342,github-actions[bot],1
dotnet/runtime,120186,MERGED,1,3,10,10,33.25,1157,dotnet-maestro[bot],0
dotnet/runtime,120185,MERGED,1,3,10,10,11.26,1157,dotnet-maestro[bot],0
dotnet/runtime,120184,MERGED,2,12,39,94,11.34,36,jkotas,1
dotnet/runtime,120183,MERGED,8,5,169,190,16.63,12,jkotas,0
dotnet/runtime,120182,MERGED,6,3,3,3,11.54,21,jkotas,0
dotnet/runtime,120181,MERGED,5,3,53,2,10.35,53,stephentoub,3
dotnet/runtime,120175,MERGED,18,17,131,75,35.48,143,AaronRobinsonMSFT,3
dotnet/runtime,120169,MERGED,1,1,4,4,31.7,0,github-actions[bot],1
dotnet/runtime,120165,MERGED,2,1,1,1,108.06,269,kitlith,1
dotnet/runtime,120164,MERGED,2,1,44,11,2.81,252,jkotas,2
dotnet/runtime,120161,MERGED,2,1,10,1,68.5,315,davidwrighton,1
dotnet/runtime,120159,MERGED,5,4,74,14,114.16,917,MitchBodmer,1
dotnet/runtime,120158,MERGED,1,1,8,1,237.62,527,github-actions[bot],1
dotnet/runtime,120154,MERGED,2,12,91,80,112.76,1095,BrzVlad,1
dotnet/runtime,120153,MERGED,20,8,62,26,33.81,51,radekdoulik,4
dotnet/runtime,120152,MERGED,2,5,10,14,3.86,338,vcsjones,1
dotnet/runtime,120150,MERGED,6,8,273,123,112.78,12,eiriktsarpalis,2
dotnet/runtime,120148,MERGED,2,1,1,0,174.98,1449,github-actions[bot],2
dotnet/runtime,120147,CLOSED,1,61,2458,2314,73.52,928,pavelsavara,2
dotnet/runtime,120145,MERGED,2,20,1704,6,13.54,184,Joy-less,23
dotnet/runtime,120143,MERGED,3,1,8,1,9.68,293,kevingosse,4
dotnet/runtime,120142,MERGED,4,1,43,36,106.38,110,MaxPatri,2
dotnet/runtime,120139,MERGED,10,5,65,4,167.98,238,kotlarmilos,2
dotnet/runtime,120138,MERGED,2,18,6,1602,7.33,86,jkotas,1
dotnet/runtime,120136,MERGED,3,2,27,5,16.85,1083,github-actions[bot],3
dotnet/runtime,120135,MERGED,7,75,1829,755,91.19,147,alex-lutsenko,7
dotnet/runtime,120134,MERGED,2,1,21,0,15.2,62,jkotas,1
dotnet/runtime,120132,MERGED,1,1,18,21,4.92,184,agocke,1
dotnet/runtime,120131,CLOSED,30,6,529,13,149.91,8110,henriquewr,1
dotnet/runtime,120130,MERGED,1,8,135,182,101.47,4928,dotnet-maestro[bot],7
dotnet/runtime,120129,MERGED,1,2,7,7,19.8,1087,dotnet-maestro[bot],1
dotnet/runtime,120128,MERGED,1,3,63,63,12.59,2036,dotnet-maestro[bot],1
dotnet/runtime,120124,MERGED,5,3,37,1,22.0,137,davidwrighton,3
dotnet/runtime,120123,MERGED,1,1,18,19,15.84,688,github-actions[bot],4
dotnet/runtime,120122,MERGED,1,5,121,15,16.98,761,github-actions[bot],0
dotnet/runtime,120119,MERGED,2,1,1,0,16.14,1384,max-charlamb,3
dotnet/runtime,120117,MERGED,3,15,414,555,6.37,637,github-actions[bot],0
dotnet/runtime,120115,MERGED,1,1,11,8,19.88,1033,github-actions[bot],0
dotnet/runtime,120106,MERGED,1,2,4,4,27.34,1216,dotnet-maestro[bot],0
dotnet/runtime,120103,MERGED,1,2,10,40,6.26,1010,github-actions[bot],0
dotnet/runtime,120102,MERGED,3,8,55,57,10.68,431,github-actions[bot],0
dotnet/runtime,120098,MERGED,7,2,93,6,43.38,5385,Copilot,5
dotnet/runtime,120091,MERGED,3,3,8,7,144.49,55,alinpahontu2912,3
dotnet/runtime,120089,MERGED,1,2,83,0,20.97,662,github-actions[bot],0
dotnet/runtime,120088,MERGED,1,3,1750,1648,20.97,662,github-actions[bot],0
dotnet/runtime,120087,MERGED,1,9,139,139,9.82,4890,dotnet-maestro[bot],1
dotnet/runtime,120086,CLOSED,1,2,10,40,13.87,1006,github-actions[bot],3
dotnet/runtime,120084,MERGED,2,1,0,53,3.16,1128,SadPencil,0
dotnet/runtime,120083,MERGED,9,18,193,325,41.65,763,rcj1,3
dotnet/runtime,120082,MERGED,1,11,139,190,132.25,4814,dotnet-maestro[bot],2
dotnet/runtime,120080,MERGED,17,1,12,0,98.78,0,jkotas,3
dotnet/runtime,120077,MERGED,4,15,414,555,19.5,678,PranavSenthilnathan,6
dotnet/runtime,120076,MERGED,2,1,19,0,44.72,238,davidwrighton,1
dotnet/runtime,120075,MERGED,6,1,11,8,22.39,110,jozkee,3
dotnet/runtime,120074,MERGED,20,25,72,12,325.69,348,kg,4
dotnet/runtime,120073,MERGED,2,1,13,2,123.9,1261,github-actions[bot],1
dotnet/runtime,120072,MERGED,4,3,6,0,20.08,140,davidwrighton,1
dotnet/runtime,120071,MERGED,1,2,96,26,21.09,966,github-actions[bot],1
dotnet/runtime,120069,MERGED,3,2,10,40,4.62,313,AaronRobinsonMSFT,5
dotnet/runtime,120067,MERGED,3,4,50,9,51.46,394,davidwrighton,5
dotnet/runtime,120066,MERGED,9,5,121,15,29.77,108,AaronRobinsonMSFT,5
dotnet/runtime,120062,MERGED,3,2,8,0,6.76,229,SadPencil,3
dotnet/runtime,120061,MERGED,3,1,2,2,3.46,72,davidwrighton,1
dotnet/runtime,120060,MERGED,3,1,4,8,21.96,39,BrzVlad,4
dotnet/runtime,120057,MERGED,1,4,134,134,55.44,3351,github-actions[bot],1
dotnet/runtime,120039,CLOSED,11,1,25,0,122.03,1835,Copilot,1
dotnet/runtime,120034,MERGED,1,3,61,61,18.05,2036,dotnet-maestro[bot],1
dotnet/runtime,120033,MERGED,1,2,5,5,18.07,1087,dotnet-maestro[bot],1
dotnet/runtime,120032,MERGED,1,2,3,3,36.97,1040,dotnet-maestro[bot],1
dotnet/runtime,120029,MERGED,7,2,27,5,48.03,416,jtschuster,3
dotnet/runtime,120028,MERGED,6,2,19,5,5.07,296,davidwrighton,0
dotnet/runtime,120027,MERGED,2,2,71,3,26.49,229,StephenMolloy,0
dotnet/runtime,120026,MERGED,1,7,74,56,4.41,1916,dotnet-maestro[bot],0
dotnet/runtime,120025,MERGED,2,3,61,61,16.37,2036,dotnet-maestro[bot],0
dotnet/runtime,120023,MERGED,1,1,2,2,17.09,1215,dotnet-maestro[bot],0
dotnet/runtime,120020,MERGED,1,1,2,2,23.15,1215,dotnet-maestro[bot],0
dotnet/runtime,120018,MERGED,2,1,12,27,49.27,147,vcsjones,0
dotnet/runtime,120016,MERGED,2,1,18,0,3.38,138,davidwrighton,0
dotnet/runtime,120013,MERGED,3,30,5054,2842,29.14,1985,StephenMolloy,1
dotnet/runtime,120012,MERGED,2,1,5,1,26.77,598,AaronRobinsonMSFT,15
dotnet/runtime,120011,MERGED,2,3,99,26,52.01,850,AaronRobinsonMSFT,4
dotnet/runtime,120009,MERGED,3,1,1,1,2.75,374,davidwrighton,1
dotnet/runtime,120006,MERGED,17,5,450,85,23.72,571,davidwrighton,1
dotnet/runtime,120005,MERGED,6,21,155,44,52.67,1067,sbomer,4
dotnet/runtime,120003,CLOSED,2,2,34,1,76.18,1117,github-actions[bot],3
dotnet/runtime,120000,MERGED,8,2,96,26,29.31,1592,allantargino,7
dotnet/runtime,119998,MERGED,10,10,484,12,55.11,447,vcsjones,4
dotnet/runtime,119995,MERGED,3,13,1595,1811,44.2,28,pavelsavara,1
dotnet/runtime,119993,MERGED,1,2,58,35,31.29,878,github-actions[bot],2
dotnet/runtime,119990,MERGED,2,1,9,4,24.69,1414,BrzVlad,2
dotnet/runtime,119989,MERGED,1,2,4,4,254.99,1000,github-actions[bot],0
dotnet/runtime,119987,MERGED,1,1,0,1,2.38,0,xtqqczze,1
dotnet/runtime,119981,MERGED,1,2,5,5,15.99,1087,dotnet-maestro[bot],1
dotnet/runtime,119980,MERGED,1,2,3,3,16.17,1039,dotnet-maestro[bot],1
dotnet/runtime,119978,MERGED,1,3,73,73,17.51,3351,github-actions[bot],4
dotnet/runtime,119977,MERGED,1,2,2,2,17.19,1069,dotnet-maestro[bot],0
dotnet/runtime,119975,MERGED,2,8,185,21,94.89,0,rcj1,1
dotnet/runtime,119974,MERGED,1,3,98,25,71.36,843,github-actions[bot],1
dotnet/runtime,119973,MERGED,1,2,8,8,5.34,131,xtqqczze,0
dotnet/runtime,119972,MERGED,2,3,98,25,3.14,181,AaronRobinsonMSFT,7
dotnet/runtime,119970,MERGED,2,1,5,5,2.73,18,gewarren,1
dotnet/runtime,119969,MERGED,10,7,24,13,59.55,161,radekdoulik,7
dotnet/runtime,119967,MERGED,1,1,1,1,47.31,1314,github-actions[bot],2
dotnet/runtime,119966,MERGED,3,41,321,216,7.62,0,tarekgh,2
dotnet/runtime,119965,MERGED,4,1,13,2,49.79,422,max-charlamb,3
dotnet/runtime,119964,MERGED,3,56,756,435,6.68,0,tarekgh,3
dotnet/runtime,119963,MERGED,2,1,12,0,5.73,462,github-actions[bot],2
dotnet/runtime,119960,MERGED,9,5,102,19,6.21,997,github-actions[bot],6
dotnet/runtime,119959,MERGED,2,6,365,248,49.2,899,SwapnilGaikwad,6
dotnet/runtime,119954,MERGED,2,5,0,24,3.88,86,jkotas,1
dotnet/runtime,119953,MERGED,2,12,91,80,9.48,1068,BrzVlad,3
dotnet/runtime,119944,MERGED,1,2,18,18,13.84,1553,dotnet-maestro[bot],0
dotnet/runtime,119943,MERGED,1,3,10,10,10.31,1157,dotnet-maestro[bot],0
dotnet/runtime,119942,MERGED,1,2,3,3,13.91,1110,dotnet-maestro[bot],0
dotnet/runtime,119941,MERGED,1,3,10,10,82.12,1157,dotnet-maestro[bot],1
dotnet/runtime,119940,MERGED,1,2,18,18,14.51,1553,dotnet-maestro[bot],0
dotnet/runtime,119938,MERGED,20,2,58,35,36.71,163,jkotas,21
dotnet/runtime,119937,MERGED,1,11,111,111,19.12,0,xtqqczze,4
dotnet/runtime,119936,MERGED,1,21,28,28,7.92,661,xtqqczze,9
dotnet/runtime,119932,MERGED,1,2,3,3,37.39,1054,dotnet-maestro[bot],1
dotnet/runtime,119931,MERGED,5,5,41,91,73.75,35,kg,7
dotnet/runtime,119923,MERGED,1,4,123,122,136.0,3383,dotnet-maestro[bot],8
dotnet/runtime,119922,MERGED,1,1,9,9,13.66,69,xtqqczze,0
dotnet/runtime,119920,MERGED,2,11,28,265,64.65,907,github-actions[bot],2
dotnet/runtime,119919,MERGED,3,8,55,57,67.52,133,PranavSenthilnathan,4
dotnet/runtime,119918,MERGED,1,1,17,17,72.07,1277,github-actions[bot],0
dotnet/runtime,119917,MERGED,1,1,1,1,72.08,1529,github-actions[bot],0
dotnet/runtime,119916,MERGED,1,6,233,2,72.09,1677,github-actions[bot],2
dotnet/runtime,119915,MERGED,2,30,5054,2842,116.75,1981,github-actions[bot],3
dotnet/runtime,119914,MERGED,3,9,1156,59,69.54,319,PranavSenthilnathan,3
dotnet/runtime,119913,MERGED,1,1,3,2,3.27,1514,github-actions[bot],1
dotnet/runtime,119912,MERGED,10,14,2112,0,263.31,15,vcsjones,1
dotnet/runtime,119911,MERGED,3,6,58,66,3.4,733,jkotas,1
dotnet/runtime,119910,MERGED,1,13,920,920,140.57,461,dotnet-bot,0
dotnet/runtime,119908,MERGED,2,1,3,2,2.6,13,jkoritzinsky,3
dotnet/runtime,119906,MERGED,9,5,34,11,19.68,146,kg,3
dotnet/runtime,119904,MERGED,2,8,579,192,76.85,830,github-actions[bot],5
dotnet/runtime,119900,MERGED,1,3,7,7,70.24,1238,dotnet-maestro[bot],1
dotnet/runtime,119898,MERGED,1,3,37,35,23.36,66,xtqqczze,1
dotnet/runtime,119896,MERGED,1,1,1,5,69.98,2539,prozolic,8
dotnet/runtime,119894,MERGED,1,8,81,63,144.24,3333,github-actions[bot],2
dotnet/runtime,119893,MERGED,2,1,67,66,11.71,654,github-actions[bot],3
dotnet/runtime,119890,MERGED,11,1,9,11,61.87,356,hamarb123,15
dotnet/runtime,119889,MERGED,1,1,1,0,72.34,949,github-actions[bot],2
dotnet/runtime,119888,MERGED,2,1,1,0,68.13,677,liveans,3
dotnet/runtime,119887,MERGED,5,1,6,5,11.65,340,akoeplinger,0
dotnet/runtime,119884,MERGED,7,22,1215,1058,11.21,646,PranavSenthilnathan,1
dotnet/runtime,119882,MERGED,2,2,0,10,5.75,108,akoeplinger,1
dotnet/runtime,119881,MERGED,2,12,88,75,78.04,443,BrzVlad,4
dotnet/runtime,119880,MERGED,1,13,962,962,4.61,461,dotnet-bot,2
dotnet/runtime,119873,MERGED,1,5,124,124,12.46,4145,dotnet-maestro[bot],0
dotnet/runtime,119872,MERGED,1,2,3,3,20.53,1054,dotnet-maestro[bot],1
dotnet/runtime,119871,MERGED,1,3,61,61,11.58,2036,dotnet-maestro[bot],1
dotnet/runtime,119870,MERGED,1,5,132,123,68.43,3910,dotnet-maestro[bot],0
dotnet/runtime,119869,MERGED,2,6,49,65,19.5,271,jkotas,2
dotnet/runtime,119867,MERGED,4,2,28,8,28.9,235,davidwrighton,6
dotnet/runtime,119866,MERGED,30,75,2569,2356,259.27,4023,pavelsavara,1
dotnet/runtime,119865,MERGED,3,6,233,2,146.84,3672,Copilot,12
dotnet/runtime,119864,MERGED,14,5,102,19,88.77,730,VSadov,12
dotnet/runtime,119863,MERGED,28,15,538,507,261.34,255,janvorli,17
dotnet/runtime,119861,MERGED,5,1,36,25,3.48,167,davidwrighton,1
dotnet/runtime,119859,MERGED,3,3,32,28,197.14,18,steveisok,2
dotnet/runtime,119858,MERGED,2,10,255,567,6.39,75,vcsjones,1
dotnet/runtime,119857,MERGED,4,5,59,79,23.69,921,jtschuster,0
dotnet/runtime,119853,MERGED,3,4,257,166,94.74,281,SwapnilGaikwad,6
dotnet/runtime,119850,MERGED,12,10,121,55,124.67,183,radekdoulik,9
dotnet/runtime,119849,MERGED,2,1,2,2,21.25,738,github-actions[bot],1
dotnet/runtime,119848,MERGED,1,1,5,1,7.35,1484,github-actions[bot],1
dotnet/runtime,119845,MERGED,2,2,34,1,122.95,532,github-actions[bot],3
dotnet/runtime,119844,MERGED,2,2,34,1,122.9,535,github-actions[bot],3
dotnet/runtime,119841,MERGED,2,1,1,0,6.93,0,pavelsavara,2
dotnet/runtime,119838,MERGED,3,2,34,1,3.64,2053,Copilot,9
dotnet/runtime,119837,MERGED,11,9,1156,60,38.17,14,PranavSenthilnathan,4
dotnet/runtime,119835,MERGED,28,30,5109,2912,109.39,6938,StephenMolloy,6
dotnet/runtime,119833,MERGED,1,5,212,212,11.46,6121,dotnet-maestro[bot],0
dotnet/runtime,119832,MERGED,1,2,3,3,11.56,1054,dotnet-maestro[bot],1
dotnet/runtime,119831,MERGED,1,3,233,233,11.88,6826,dotnet-maestro[bot],0
dotnet/runtime,119830,MERGED,1,2,11,11,16.68,1174,dotnet-maestro[bot],1
dotnet/runtime,119829,MERGED,1,2,42,42,65.03,1621,dotnet-maestro[bot],3
dotnet/runtime,119828,MERGED,1,2,45,45,11.61,1649,dotnet-maestro[bot],0
dotnet/runtime,119827,MERGED,2,1,2,2,6.13,53,ericstj,8
dotnet/runtime,119826,MERGED,7,1,5,1,20.56,2381,jonathanpeppers,3
dotnet/runtime,119825,MERGED,3,7,143,12,25.65,56,max-charlamb,1
dotnet/runtime,119824,MERGED,4,11,28,265,49.93,1095,jtschuster,3
dotnet/runtime,119823,MERGED,2,10,230,597,2.82,373,vcsjones,1
dotnet/runtime,119820,MERGED,13,5,59,79,117.93,329,jtschuster,1
dotnet/runtime,119818,MERGED,2,1,67,66,38.34,1218,jakobbotsch,14
dotnet/runtime,119817,MERGED,1,1,2,2,2.94,0,xtqqczze,1
dotnet/runtime,119816,MERGED,10,2,4,4,139.62,0,steveisok,7
dotnet/runtime,119815,MERGED,4,7,33,58,355.81,0,steveisok,6
dotnet/runtime,119814,MERGED,2,7,32,58,211.54,0,steveisok,15
dotnet/runtime,119813,MERGED,1,3,43,0,171.08,714,github-actions[bot],1
dotnet/runtime,119812,MERGED,3,1,1,1,127.66,768,github-actions[bot],4
dotnet/runtime,119809,MERGED,1,3,73,73,5.45,6205,dotnet-maestro[bot],1
dotnet/runtime,119806,MERGED,3,1,1,1,2.2,11,jakobbotsch,4
